"key","value"
3365,6230
"p",1
"s",0.8028064992614475
"n",0.8778926637124569
"t",0.7600935499753816
"f",0.9998769079271295
"c",0.855120630231413
"k",0.6469719350073855
"e",0.9645494830132939
"w",0.9763663220088626
"o",0.921590349581487
"y",0.5909650418513048
"b",0.9469473165928114
"g",0.5208025603151157
"p-s",0.8028064992614475
"p-n",0.8778926637124569
"p-t",0.7600935499753816
"p-f",0.9998769079271295
"p-c",0.855120630231413
"p-k",0.6469719350073855
"p-e",0.9645494830132939
"p-w",0.9763663220088626
"p-o",0.921590349581487
"p-y",0.5909650418513048
"p-b",0.9469473165928114
"p-g",0.5208025603151157
"s-n",0.7516001969473166
"s-t",0.733259478089611
"s-f",0.802683407188577
"s-c",0.6667897587395372
"s-e",0.7673559822747416
"s-w",0.7791728212703102
"s-o",0.732028557360906
"s-b",0.7534465780403742
"n-t",0.7088872476612507
"n-f",0.8777695716395865
"n-c",0.73301329394387
"n-k",0.5603151157065485
"n-e",0.8778926637124569
"n-w",0.8542589857213195
"n-o",0.7994830132939439
"n-y",0.5161250615460364
"n-b",0.8248399803052684
"t-f",0.7600935499753816
"t-c",0.6182914820285573
"t-e",0.7246430329886755
"t-w",0.7600935499753816
"t-o",0.6862383062530774
"t-b",0.7285819793205317
"f-c",0.855120630231413
"f-k",0.6468488429345151
"f-e",0.9644263909404235
"f-w",0.9762432299359921
"f-o",0.921590349581487
"f-y",0.5909650418513048
"f-b",0.9469473165928114
"f-g",0.5208025603151157
"c-k",0.5572378138847858
"c-e",0.8196701132447071
"c-w",0.8314869522402757
"c-o",0.8122845888724766
"c-y",0.5835795174790743
"c-b",0.802191038897095
"k-e",0.6469719350073855
"k-w",0.6410635155096012
"k-o",0.6045051698670606
"k-b",0.6165681930083703
"e-w",0.9409158050221565
"e-o",0.8861398325947809
"e-y",0.5909650418513048
"e-b",0.9114967996061054
"w-o",0.8979566715903495
"w-y",0.5791482028557361
"w-b",0.923313638601674
"w-g",0.5208025603151157
"o-y",0.5653618906942393
"o-b",0.8686607582471689
"y-b",0.559699655342196
"p-s-n",0.7516001969473166
"p-s-t",0.733259478089611
"p-s-f",0.802683407188577
"p-s-c",0.6667897587395372
"p-s-e",0.7673559822747416
"p-s-w",0.7791728212703102
"p-s-o",0.732028557360906
"p-s-b",0.7534465780403742
"p-n-t",0.7088872476612507
"p-n-f",0.8777695716395865
"p-n-c",0.73301329394387
"p-n-k",0.5603151157065485
"p-n-e",0.8778926637124569
"p-n-w",0.8542589857213195
"p-n-o",0.7994830132939439
"p-n-y",0.5161250615460364
"p-n-b",0.8248399803052684
"p-t-f",0.7600935499753816
"p-t-c",0.6182914820285573
"p-t-e",0.7246430329886755
"p-t-w",0.7600935499753816
"p-t-o",0.6862383062530774
"p-t-b",0.7285819793205317
"p-f-c",0.855120630231413
"p-f-k",0.6468488429345151
"p-f-e",0.9644263909404235
"p-f-w",0.9762432299359921
"p-f-o",0.921590349581487
"p-f-y",0.5909650418513048
"p-f-b",0.9469473165928114
"p-f-g",0.5208025603151157
"p-c-k",0.5572378138847858
"p-c-e",0.8196701132447071
"p-c-w",0.8314869522402757
"p-c-o",0.8122845888724766
"p-c-y",0.5835795174790743
"p-c-b",0.802191038897095
"p-k-e",0.6469719350073855
"p-k-w",0.6410635155096012
"p-k-o",0.6045051698670606
"p-k-b",0.6165681930083703
"p-e-w",0.9409158050221565
"p-e-o",0.8861398325947809
"p-e-y",0.5909650418513048
"p-e-b",0.9114967996061054
"p-w-o",0.8979566715903495
"p-w-y",0.5791482028557361
"p-w-b",0.923313638601674
"p-w-g",0.5208025603151157
"p-o-y",0.5653618906942393
"p-o-b",0.8686607582471689
"p-y-b",0.559699655342196
"s-n-t",0.6820531757754801
"s-n-f",0.7514771048744461
"s-n-c",0.6155834564254062
"s-n-e",0.7516001969473166
"s-n-w",0.7279665189561793
"s-n-o",0.680822255046775
"s-n-b",0.7022402757262433
"s-t-f",0.733259478089611
"s-t-c",0.5995814869522402
"s-t-e",0.697808961102905
"s-t-w",0.733259478089611
"s-t-o",0.6626046282619399
"s-t-b",0.7017479074347612
"s-f-c",0.6667897587395372
"s-f-e",0.767232890201871
"s-f-w",0.7790497291974396
"s-f-o",0.732028557360906
"s-f-b",0.7534465780403742
"s-c-e",0.6313392417528311
"s-c-w",0.6431560807483998
"s-c-o",0.629369768586903
"s-c-b",0.6175529295913343
"s-e-w",0.7437223042836041
"s-e-o",0.6965780403741999
"s-e-b",0.7179960610536681
"s-w-o",0.7083948793697686
"s-w-b",0.7298129000492368
"s-o-b",0.6827917282127031
"n-t-f",0.7088872476612507
"n-t-c",0.5670851797144264
"n-t-e",0.7088872476612507
"n-t-w",0.7088872476612507
"n-t-o",0.6350320039389463
"n-t-b",0.6773756770064008
"n-f-c",0.73301329394387
"n-f-k",0.560192023633678
"n-f-e",0.8777695716395865
"n-f-w",0.854135893648449
"n-f-o",0.7994830132939439
"n-f-y",0.5161250615460364
"n-f-b",0.8248399803052684
"n-c-e",0.73301329394387
"n-c-w",0.7093796159527327
"n-c-o",0.6901772525849336
"n-c-y",0.508739537173806
"n-c-b",0.680083702609552
"n-k-e",0.5603151157065485
"n-k-w",0.5544066962087641
"n-k-o",0.5178483505662236
"n-k-b",0.5299113737075333
"n-e-w",0.8542589857213195
"n-e-o",0.7994830132939439
"n-e-y",0.5161250615460364
